osm_id,name,lat,lon,hie_visual_detected,hie_confidence,hie_det_lat,hie_det_lon,hie_offset_m,naip_status
369043567,Slate Hill Heliport,41.3723937,-74.5064321,False,0.0,,,,ok
369043640,Tobay Beach Park Heliport,40.610935,-73.4317908,True,0.2767200469970703,40.611057114175345,-73.43144227635285,32.40234237757663,ok
369043789,Charles Poletti Heliport,40.7903681,-75.9102005,False,0.0,,,,ok
369044011,Little Falls EMS Heliport,42.0409217,-74.8362711,True,0.7608239054679871,42.04080520026949,-74.83669823120248,37.576391493174064,ok
369044126,Waterfront Floating Helistop,40.686488,-73.0462214,True,0.7511581778526306,40.686441680830036,-73.04606406276481,14.23104992596187,ok
369044193,A C Rochester Engineering Center Heliport,42.0445138,-77.6536015,False,0.0,,,,ok
369044230,James Carl Memorial Heliport,41.9850884,-74.9340516,True,0.7654252052307129,41.984834346370825,-74.93407237133027,28.301595316876504,ok
369044266,Stone Ridge Heliport,41.8906483,-74.151533,True,0.6395727396011353,41.89063075485986,-74.15192330024779,32.36626598262191,ok
369044370,Southampton Village Heliport,40.8501004,-72.4156419,False,0.0,,,,ok
369044489,Norman Kurrass Contractor Heliport,40.8003764,-72.9162158,True,0.7609889507293701,40.80067396557671,-72.91634003130602,34.70085667473697,ok
369044855,Thomson Industries Incorporated Heliport,40.8423224,-73.7006858,True,0.7699816226959229,40.84237854444844,-73.70097523796514,25.1352452552272,ok
369045058,Ciba-Geigy Heliport,41.1158236,-74.1354702,True,0.49247846007347107,41.11598431348365,-74.13526619264967,24.727074277174424,ok
408733501,Ryon Heliport,40.665,-76.1861,False,0.0,,,,ok
440646276,,40.1973942,-76.9924762,True,0.7547399401664734,40.19712049581387,-76.99290803774964,47.66029656063826,ok
819568676,,42.893581,-79.1573491,False,0.0,,,,ok
819620443,,42.8790411,-79.2590917,False,0.0,,,,ok
835425233,Geneva General Hospital Helipad,42.8791921,-76.9866643,True,0.780747652053833,42.87898576915199,-76.98715656660983,46.209165645629064,ok
914054958,,39.7630878,-74.1070423,True,0.4656129777431488,39.762853396927774,-74.10757091674675,52.16239027829072,ok
966473920,Baltimore City Police Aviation,39.3316202,-76.4267112,True,0.25959882140159607,39.331512823742365,-76.4271122366773,36.500512658950306,ok
1042133534,Oyster Creek Generating Station Heliport,39.8158989,-74.2039032,False,0.0,,,,ok
1042133600,Black Swan Farm Heliport,39.9668007,-75.6496964,False,0.0,,,,ok
1042133801,Triangle Heliport,40.4682007,-74.4667969,True,0.47539952397346497,40.46815929346928,-74.46711977440168,27.698385870841705,ok
1042133979,Beau Street Heliport,40.1791992,-80.2173004,False,0.0,,,,ok
1042133997,Port Meadville Heliport,41.5972378,-80.170924,False,0.0,,,,ok
1042134036,Allied Signal Heliport,40.6786995,-76.2349014,False,0.0,,,,ok
1042134288,"Tilcon Roncari, Inc. Heliport",41.9365005,-72.7350998,True,0.6683337092399597,41.93643031943945,-72.73455638332597,45.62184226904522,ok
1042134668,Dynasty Farms Heliport,42.8033981,-71.1828003,False,0.0,,,,ok
1042135350,Lazy J Heliport,41.2958984,-75.594101,True,0.7535033226013184,41.29597700222781,-75.59379648094989,26.899632412500182,ok
1042135396,Air One Enterprise Heliport,40.3664017,-76.7325974,True,0.33048197627067566,40.36605079719727,-76.73310584917023,58.120999627692264,ok
1042135419,Hanover Township Fire Station #5 Heliport,41.235503,-75.934044,True,0.4300525188446045,41.235567566115705,-75.93453208657546,41.44009680117419,ok
1042135422,Ridgway Heliport,41.418531,-78.796903,False,0.0,,,,ok
1042135528,Banning Heliport,40.6348,-79.7442017,False,0.0,,,,ok
1042135546,Brubaker Heliport,40.4603996,-76.3471985,False,0.0,,,,ok
1042135564,Hafer Petroleum Equipment Heliport,40.3000984,-75.903801,True,0.8184781074523926,40.30018963472871,-75.90363536418158,17.327067700559063,ok
