OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,ELEVATION,ICAO_ID,TYPE_CODE,SERVCITY,STATE,COUNTRY,OPERSTATUS,PRIVATEUSE,IAPEXISTS,DODHIFLIP,FAR91,FAR93,MIL_CODE,AIRANAL,US_HIGH,US_LOW,AK_HIGH,AK_LOW,US_AREA,PACIFIC,lat,lon
10038,E1005D9C-ED6C-4C89-B827-A1054F6CE133,2NY6,Slate Hill,41-22-30.6800N,074-30-52.1700W,505.0,,HP,MIDDLETOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.37518888888889,-74.51449166666667
10042,CB9D0F4C-E3E3-4A41-AFA5-16A5FE782209,NY30,Hilltop,41-40-06.7800N,074-45-27.8300W,1400.0,,HP,MONTICELLO,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.668549999999996,-74.75773055555555
10047,CE1BA767-B55F-41FB-B00F-2C5A15F9F415,NY22,Nypd Air Operations (Floyd Bennett Fld),40-35-25.2800N,073-52-54.5500W,6.0,,HP,NEW YORK,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.59035555555556,-73.88181944444443
10051,CE6F2BC3-5B5B-4EA6-A99E-C5D9026A7BEF,NK77,Niagara Falls Meml Parking Ramp,43-05-38.0700N,079-03-03.1400W,670.0,,HP,NIAGARA FALLS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,43.09390833333334,-79.05087222222222
10056,EE96ADB2-88CF-427D-B0CC-7980243FC1BE,7NY7,Palisades Conference Center,41-01-08.9100N,073-55-05.3300W,173.0,,HP,ORANGETOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.01914166666666,-73.91814722222223
10058,DD541541-4E26-4F32-9CB6-90BEAA8CAA6C,NK78,Ge Management Development Institute,41-11-15.9000N,073-52-05.3000W,180.0,,HP,OSSINING,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.187749999999994,-73.86813888888888
10059,7A12A710-DB02-45FA-87FE-DB9A56A3BEBD,NK90,Tli,41-08-42.3430N,073-52-06.4880W,9.0,,HP,OSSINING,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.14509527777778,-73.86846888888888
10061,A735848A-9967-4AB0-95FD-72224C5E5090,9NY3,Susquehanna,42-05-50.2670N,076-13-28.7520W,884.0,,HP,OWEGO,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.09729638888889,-76.22465333333334
10062,72DF93A2-09DC-4BB3-B745-D4679C562741,NK49,Owego,42-06-10.2670N,076-13-16.7510W,907.0,,HP,OWEGO,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0,42.102851944444446,-76.22131972222222
10063,29944D56-0552-45BE-8A10-60B49A964BF4,9NY5,CMc Atlantic LLC,40-46-23.8000N,072-57-37.9000W,30.0,,HP,PATCHOGUE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.77327777777778,-72.96052777777778
10064,F38A92B6-56B6-4C77-B47A-461ED29106BE,5NK7,Hammersley Hill,41-35-42.6900N,073-33-23.0700W,940.0,,HP,PAWLING,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.59519166666667,-73.55640833333334
10065,85EEA3CA-776C-4F41-9C51-FE40E7A042DE,5NK8,South Quaker,41-31-35.3400N,073-34-48.1000W,700.0,,HP,PAWLING,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.52648333333333,-73.58002777777777
10069,855A2C74-21C6-4461-A90B-CDDA9305C348,NY08,Port Jervis Fire Department,41-22-37.3370N,074-40-33.5850W,420.0,,HP,PORT JERVIS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.37703805555556,-74.67599583333333
10072,9EF11A1F-22F3-4CC0-AE2D-C9D19245C8FD,NK96,Midhudson Rgnl Hospital of Westchester Med Cntr,41-43-06.8100N,073-55-42.8100W,163.0,,HP,POUGHKEEPSIE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.718558333333334,-73.92855833333334
10073,3B229A9A-2E07-4E27-892D-48B0D6ADF030,9NY9,Poughkeepsie Main Plant,41-39-26.0500N,073-56-08.2600W,100.0,,HP,POUGHKEEPSIE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.65723611111111,-73.93562777777778
10074,34DDEBD7-6127-40CC-9348-F64774E0676B,05NY,Oswego County At Pulaski,43-33-07.2500N,076-05-24.7240W,445.0,,HP,PULASKI,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.55201388888889,-76.0902011111111
10085,20360662-4913-4E29-A50F-A7DEAEC3E9BA,NK11,Troop B Headquarters,44-18-04.7200N,074-04-47.3500W,1615.0,,HP,SARANAC LAKE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,44.30131111111111,-74.07981944444444
10088,B02674C5-7F9A-42FD-A997-0B174C1203FB,NY36,Adirondack Medical Center,44-20-39.1800N,074-08-32.1900W,1594.0,,HP,SARANAC LAKE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,44.34421666666667,-74.14227500000001
10090,1287F4F5-0812-4A71-87F8-2BB9083A701D,7NK2,Saratoga Hospital,43-05-11.9500N,073-48-05.0300W,379.0,,HP,SARATOGA SPRINGS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.08665277777778,-73.80139722222222
10098,70465B98-2D16-49C3-A41D-D4C81AE89CFD,NY44,Somers,41-19-01.3390N,073-40-47.4680W,495.0,,HP,SOMERS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.317038611111116,-73.67985222222222
10099,5D17B420-DC07-4EB4-B53D-309714A962BF,87N,Southampton,40-50-46.5200N,072-27-59.0000W,5.0,,HP,SOUTHAMPTON,NY,UNITED STATES,OPERATIONAL,0,1,0,0,0,CIVIL,NO OBJECTION,0,1,0,0,0,0,40.84625555555556,-72.46638888888889
10105,110F24E7-9F98-40D2-9DEB-B06C451A74B0,NY52,Staten Island University Hospital,40-35-03.1300N,074-04-59.7400W,13.0,,HP,STATEN ISLAND,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.58420277777778,-74.08326111111111
10107,C5B77089-6CE0-4F20-8EC1-D7C2324C2F1B,13NY,Health Sciences Cntr Unv Hosp,40-54-35.6100N,073-06-52.7800W,190.0,,HP,STONY BROOK,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.90989166666667,-73.1146611111111
10110,9EDBD07C-23D7-4307-A440-C92E861AEF62,75NK,Upstate Medical University Hospital,43-02-32.3600N,076-08-21.7000W,685.0,,HP,SYRACUSE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.04232222222222,-76.13936111111111
10113,83B5E9CB-6502-466D-B218-3E836CDA4F88,45NY,Turning Stone Resort Casino,43-06-38.0500N,075-35-37.1700W,537.0,,HP,VERONA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.110569444444444,-75.59365833333332
10117,8BC42CBF-A3DE-4BD4-BA02-8474C17EE82F,27NY,Don's,41-37-17.3300N,074-14-32.5300W,385.0,,HP,WALLKILL,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.62148055555556,-74.24236944444445
10118,BF49353A-CF90-4634-8D62-0284E5B271CC,16NK,Delaware Valley Hospital,42-09-49.1300N,075-07-44.4400W,1220.0,,HP,WALTON,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.163647222222224,-75.1290111111111
10121,C23CEB9D-301A-4368-85B8-E4F9CC608ABD,60NY,Samaritan Medical Center,43-57-55.8600N,075-54-48.3800W,521.0,,HP,WATERTOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.96551666666667,-75.91343888888889
10123,5DF860C7-E699-480B-A215-5D4D9423B4CB,NY54,Evergreen Mountain,42-11-34.0000N,074-19-36.0000W,1800.0,,HP,WEST KILL,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.19277777777778,-74.32666666666667
10126,B7C9D2A0-6E4A-4B6D-808A-10E76FED20B2,NK84,Safe Flight Instrument Corp,41-04-53.7700N,073-42-46.6700W,415.0,,HP,WHITE PLAINS,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.08160277777778,-73.7129638888889
10127,B5DEBACA-6E00-4349-A358-85F46AF5E08A,2NK8,Landmark Plaza,40-46-55.4700N,073-49-34.0100W,80.0,,HP,WHITESTONE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.782075,-73.82611388888888
10151,B099E411-D995-47F2-B3C1-019ADBCF4375,55NK,Unity Hospital,43-11-34.4900N,077-42-11.3500W,456.0,,HP,ROCHESTER,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.19291388888889,-77.70315277777777
10153,BB4FB08A-2B0B-4DEE-ABBF-66175E84D12F,2NY5,Strong Meml Hospital,43-07-23.7100N,077-37-26.8400W,554.0,,HP,ROCHESTER,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.12325277777778,-77.62412222222221
10158,CAC57E95-D36E-48E5-B87A-FD4F761BC47F,NY43,Mt View,42-09-23.8300N,073-59-56.4000W,375.0,,HP,SAUGERTIES,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.156619444444445,-73.999
10161,8816B829-A82D-4F84-A756-777381403EAA,NK61,General Electric R&d Center,42-49-33.7400N,073-52-26.6300W,351.0,,HP,SCHENECTADY,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.826038888888895,-73.87406388888888
10169,E12212FA-C384-45C1-92B5-81DCB1FA532B,NY45,Robins Island South,40-57-46.0000N,072-27-24.0000W,30.0,,HP,SOUTHOLD,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.96277777777778,-72.45666666666666
10176,5E830471-0CA7-4E7C-9C31-835F3E4C80CD,2NK6,Bertrand Chaffee Hospital,42-30-39.1800N,078-39-31.1500W,1387.0,,HP,SPRINGVILLE,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,42.51088333333333,-78.65865277777779
10180,BBAA8885-D6B4-4B43-88C3-1B7DDA1656B7,69NY,Uvmhn-Elizabethtown Community Hospital,43-50-57.5300N,073-26-11.0900W,280.0,,HP,TICONDEROGA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.849313888888894,-73.4364138888889
10184,0E6F6CAE-8413-4CC5-BA10-FE3058B07FBD,1NK3,Troy Armory,42-41-26.2840N,073-42-13.4280W,188.0,,HP,TROY,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.69063444444444,-73.70373000000001
10188,13F051BE-6315-4BBF-807C-462F970CA226,7NK8,Westchester Medical Center,41-05-05.6500N,073-48-19.2100W,409.0,,HP,VALHALLA,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.08490277777778,-73.8053361111111
10190,3EBB24C0-ED6E-48FB-A221-44C2FDB00415,NY21,Dewitt,43-12-52.9200N,077-31-22.7994W,381.0,,HP,WEBSTER,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,43.2147,-77.52299983333333
10196,332F6191-9A3F-461F-B598-88A25D593410,9NY2,Westfield Meml Hospital,42-19-46.4100N,079-34-15.1200W,756.0,,HP,WESTFIELD,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.32955833333334,-79.57086666666666
10201,AE5901AB-643E-4C9A-8703-2CEC01D60620,7NY9,Yorktown Helipad,41-12-43.0000N,073-48-12.0000W,499.0,,HP,YORKTOWN,NY,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0,41.21194444444445,-73.80333333333333
11346,AF2EAA0E-F1DB-4C1F-88AF-A1954DAC3339,21PN,UpMc Carlisle,40-10-59.9900N,077-13-22.1100W,1115.0,,HP,CARLISLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.18333055555555,-77.22280833333333
11348,4393AF0B-421E-4181-B0B7-E8802293A786,PN03,Abington Meml Hospital,40-07-09.2600N,075-07-11.5400W,436.0,,HP,ABINGTON,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.11923888888889,-75.11987222222221
11359,0F60E2F2-C4BD-47FA-825D-2FA0DA2049D6,76PN,Heritage Valley Beaver,40-42-40.8200N,080-19-18.8200W,1132.0,,HP,BEAVER,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.71133888888889,-80.32189444444444
11362,59839256-FF89-4DC2-8CD3-A71A607EEBCA,6PN8,Posh,40-38-45.3540N,075-19-58.6450W,320.0,,HP,BETHLEHEM,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.64593166666667,-75.33295694444445
11363,3E653EFF-2C34-416F-85C4-A55BE7A5C862,8PA2,Ronca,40-41-03.3520N,075-20-02.6460W,375.0,,HP,BETHLEHEM,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.684264444444445,-75.33406833333333
11366,902C3B09-E714-4E3F-9E8D-AC88F1042D37,84PA,Ged,40-18-33.3340N,075-49-34.7150W,440.0,,HP,BIRDSBORO,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.30925944444444,-75.82630972222222
11368,564A9744-7DE7-4462-A722-EE647893A322,PA50,Bloomsburg Hospital,41-00-36.1500N,076-27-08.1000W,660.0,,HP,BLOOMSBURG,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.010041666666666,-76.45225
11374,18D37892-F0D1-4A4B-8FE7-2E9552B96DC4,PA41,Butler Meml Hospital,40-52-00.9660N,079-52-47.6220W,1190.0,,HP,BUTLER,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.866935,-79.87989499999999
11381,C9E60E9C-04C4-44DE-9728-AE33A0A43FDC,PA59,Cast & Baker,40-14-17.2200N,080-10-38.7000W,1246.0,,HP,CANONSBURG,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.23811666666667,-80.17741666666667
11382,25E8320D-5AFB-47EF-B0A9-72EE69B258C1,PA67,Allegheny Hospitals Canonsburg,40-14-45.7800N,080-11-29.0000W,1169.0,,HP,CANONSBURG,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.246050000000004,-80.1913888888889
11387,C91773DF-475D-4D69-A906-7AFB5D6E5262,PA60,Chambersburg Hospital,39-55-58.8800N,077-38-44.6100W,640.0,,HP,CHAMBERSBURG,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,39.93302222222222,-77.64572500000001
11388,0D336785-9DDC-49DF-B890-ADB4311D5025,7PN5,Letterkenny Army Depot Helipad,39-53-00.3300N,077-38-58.9680W,774.0,,HP,CHAMBERSBURG,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,MIL,NOT ANALYZED,0,0,0,0,0,0,39.883425,-77.64971333333334
11391,41854148-38D0-4DA0-A50B-CE1FD5D3E246,PS65,Crozer-Chester,39-51-24.6600N,075-22-07.9400W,54.0,,HP,CHESTER,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,39.85685,-75.36887222222222
11434,BB4F4D80-962E-4BF7-888D-1A7D12416912,98PN,Lehigh Valley Hospital Cedar Crest,40-33-55.8200N,075-31-24.5700W,420.0,,HP,ALLENTOWN,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.56550555555555,-75.52349166666667
11435,379B6BF8-5FB2-4CD2-BA5B-C519BBC297AF,PA27,Butz,40-36-15.3470N,075-33-43.6680W,454.0,,HP,ALLENTOWN,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.604263055555556,-75.56213
11436,03DAB5EB-CCA0-41B4-9C42-4507401C460C,24PN,A H  Butz Downtown Allentown,40-36-03.8000N,075-28-30.3000W,456.0,,HP,ALLENTOWN,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0,40.601055555555554,-75.47508333333333
11437,08A68ABB-780F-433F-B015-22A2C58B016C,46PN,Dr Helicopters,40-38-55.2900N,075-32-31.0600W,458.0,,HP,ALLENTOWN,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.648691666666664,-75.5419611111111
11441,8D4A7B13-331C-451F-AFAD-29E3B0E51A1E,74PN,UPMC-Altoona,40-31-18.0000N,078-23-54.0000W,1259.0,,HP,ALTOONA,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.52166666666667,-78.39833333333334
11447,E7042348-ED14-4069-9C25-C074842DCBBB,00A,Total Rf,40-04-15.0000N,074-56-01.0000W,9.0,,HP,BENSALEM,PA,UNITED STATES,OPERATIONAL,0,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.07083333333334,-74.93361111111112
11450,121A8339-B6A1-4822-B3E1-97FBC2E200D8,03PN,M P Metals,41-04-00.7000N,076-10-50.9000W,495.0,,HP,BERWICK,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.066861111111116,-76.18080555555557
11451,42B7866E-2DF4-4E3F-A09D-2FA4E40D1700,02PN,Peco Berwyn,40-03-32.4700N,075-27-41.0000W,278.0,,HP,BERWYN,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.059019444444445,-75.46138888888889
11455,1A56538F-5801-4A72-8E25-F1A20DC23A68,PN22,University of Pitt Medical Landing Area,41-56-59.7408N,078-40-00.4138W,1468.0,,HP,BRADFORD,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.949928,-78.66678161111112
11458,3E5FE787-AA65-4FBE-8112-323D8B349D58,PA87,Tek Park Breinigsville,40-32-44.6700N,075-39-42.6800W,460.0,,HP,BREINIGSVILLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.545741666666665,-75.66185555555556
11459,E9B56184-F548-4E81-8B6E-641DA59C4982,PA93,Cherokee,40-41-07.9000N,079-27-23.8500W,1175.0,,HP,BRICK CHURCH VILLAGE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.68552777777777,-79.456625
11461,3375A5E6-8E1F-40C9-962C-25033EA1524B,PA04,Penn Highlands Brookville,41-09-23.2290N,079-05-35.1330W,1516.0,,HP,BROOKVILLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.1564525,-79.0930925
11465,60CDFE0C-EEF2-4A97-A12E-7B5458A6298E,N95,Carlisle Barracks,40-12-12.6800N,077-09-46.8700W,475.0,,HP,CARLISLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,MIL,NOT ANALYZED,0,1,0,0,1,0,40.203522222222226,-77.16301944444444
11466,CCE6F398-81AC-4FDC-B582-D856CCF1FBAE,6PS6,North Middlesex,40-15-26.4000N,077-08-11.2900W,489.0,,HP,CARLISLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.257333333333335,-77.13646944444446
11472,100948C0-1DB2-4B31-91DD-4FF889FC0B8A,91PA,Clarion Hospital,41-11-33.1700N,079-23-54.2100W,1489.0,,HP,CLARION,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.19254722222222,-79.39839166666667
11473,013AC193-68C2-401C-95A7-C52C7038059F,23PN,Penn Highlands Clearfield,41-02-02.4018N,078-27-00.4244W,1178.0,,HP,CLEARFIELD,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.0340005,-78.4501178888889
11478,226010DC-E269-40DB-AC87-DC7DF3F0262C,PS07,St Lukes Miners Meml Hospital,40-49-15.3700N,075-54-53.0000W,1000.0,,HP,COALDALE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.820936111111116,-75.91472222222222
11480,16D0CEAC-7C04-411C-A696-8AD8D76EF76A,4PS8,Coatesville,39-53-35.8700N,075-49-09.5300W,564.0,,HP,COATESVILLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,39.89329722222222,-75.81931388888889
11481,FACEC6BC-63A4-4ACE-8ED5-D656F6E43E73,PN34,Piasecki Heliplex,39-58-43.5000N,075-52-47.7900W,642.0,,HP,COATSVILLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,39.978750000000005,-75.87994166666665
11482,A099E393-2502-40D6-8B33-D9DB8B0ECCB9,PN52,Mike's,39-52-02.0000N,075-56-01.0000W,550.0,,HP,COCHRANVILLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,39.867222222222225,-75.93361111111112
11483,E0CFDBA5-0985-4F3E-B1C2-73B9D126768D,0PN3,Pfizer-Collegeville,40-09-31.2300N,075-27-48.3500W,175.0,,HP,COLLEGEVILLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.158674999999995,-75.46343055555556
11494,56E08885-9023-4A5B-93E8-50458CCEE2D1,9PS3,Doylestown,40-18-32.2900N,075-08-54.3500W,325.0,,HP,DOYLESTOWN,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.30896944444444,-75.14843055555556
11495,97E972EB-6ADA-4A61-A212-12DB34E27431,PN28,Campbell's,40-17-11.8100N,075-08-39.6200W,240.0,,HP,DOYLESTOWN,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.28661388888889,-75.1443388888889
11498,33235ABD-A304-42B8-9E92-4824334B828A,PA10,Penn Highlands Healthcare - Dubois,41-06-52.7500N,078-46-25.6300W,1463.0,,HP,DUBOIS,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.11465277777778,-78.77378611111111
11503,50E65BE4-E008-4CBE-9E32-B5867EC922CF,PS48,Larksville Ems,41-15-34.3200N,075-56-06.8900W,769.0,,HP,LARKSVILLE BOROUGH,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,41.25953333333333,-75.93524722222223
11509,87F647E1-EBD3-42F8-B390-64D94FF3B1A3,8PN5,Helfrick,40-50-00.3090N,076-32-58.8430W,1000.0,,HP,ELYSBURG,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.833419166666665,-76.5496786111111
11510,75AAB644-D462-4B45-A0E7-5EABEFF6E9BB,8PN7,Cameron County Junior/Senior High School,41-30-48.6000N,078-14-54.3500W,2581.0,,HP,EMPORIUM,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,41.5135,-78.24843055555556
11513,08AD6A10-BFC4-46E8-9127-4E235C096F5E,29PN,St Vincent Health Center,42-06-43.4400N,080-04-51.0700W,731.0,,HP,ERIE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,42.11206666666667,-80.08085277777778
11515,0E35C616-93DC-4B40-B09C-277B3FDD43BC,0PS9,Jefferson Health Bucks County Campus,40-10-57.7800N,074-52-04.8300W,141.0,,HP,FAIRLESS HILLS,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,40.182716666666664,-74.86800833333332
11518,E1302A73-8B89-410E-A314-913A2DFDA757,PS41,UPMC-Horizon Hospital/Shenango Campus,41-12-35.0700N,080-28-07.7500W,1121.0,,HP,FARRELL,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NOT ANALYZED,0,0,0,0,0,0,41.209741666666666,-80.46881944444445
11521,DDCD993A-1966-4974-831E-0C8B6DF19C2B,4PA0,Flicksville,40-50-35.5000N,075-12-19.1500W,447.0,,HP,FLICKSVILLE,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,CONDITIONAL,0,0,0,0,0,0,40.84319444444445,-75.20531944444444
11526,50636CA1-0FD8-4382-9AB9-A1B96A41B300,PA11,Wellspan Gettysburg Hospital,39-49-28.7300N,077-14-09.2800W,554.0,,HP,GETTYSBURG,PA,UNITED STATES,OPERATIONAL,1,0,0,0,0,CIVIL,NO OBJECTION,0,0,0,0,0,0,39.824647222222225,-77.23591111111111
